State,StarDiff
QLD,0
QLD,-0.10000000000000053
QLD,-0.20000000000000018
QLD,-0.10000000000000053
QLD,-0.1999999999999993
QLD,-0.10000000000000053
QLD,-0.09999999999999964
QLD,-0.20000000000000018
QLD,-0.3000000000000007
QLD,0.1999999999999993
QLD,-0.2999999999999998
QLD,-0.20000000000000018
QLD,0
QLD,-0.20000000000000018
QLD,-0.09999999999999964
QLD,-0.2999999999999998
QLD,-0.2999999999999998
QLD,-0.2999999999999998
QLD,-0.2999999999999998
QLD,-0.2999999999999998
QLD,0.09999999999999964
QLD,-0.2999999999999998
QLD,0.20000000000000018
QLD,-0.20000000000000018
QLD,-0.10000000000000053
QLD,-0.20000000000000018
QLD,-0.39999999999999947
QLD,0.10000000000000053
QLD,0.20000000000000018
QLD,-0.29999999999999893
QLD,0
QLD,0
QLD,-0.2999999999999998
QLD,0.20000000000000018
QLD,-0.10000000000000053
QLD,0
QLD,-0.10000000000000053
QLD,-0.5
QLD,0.09999999999999964
QLD,-0.10000000000000053
QLD,0
QLD,-0.09999999999999964
QLD,-0.10000000000000053
QLD,0
QLD,0
QLD,0.09999999999999964
QLD,-0.10000000000000053
QLD,-0.1999999999999993
QLD,-0.2999999999999998
QLD,-0.09999999999999964
QLD,-0.20000000000000018
QLD,-0.09999999999999964
QLD,-0.10000000000000053
QLD,0.1999999999999993
QLD,0.20000000000000018
QLD,0.20000000000000018
QLD,0.09999999999999964
QLD,0.09999999999999964
QLD,0.1999999999999993
QLD,0.20000000000000018
QLD,0
QLD,0
QLD,0.20000000000000018
QLD,0.09999999999999964
QLD,0.1999999999999993
QLD,0.20000000000000018
QLD,0.09999999999999964
QLD,0
QLD,0
QLD,0
QLD,0
QLD,0
QLD,0
QLD,0.1999999999999993
QLD,0.10000000000000053
QLD,0.09999999999999964
QLD,0.1999999999999993
QLD,0
QLD,0.09999999999999964
QLD,0
QLD,0.09999999999999964
QLD,0.09999999999999964
QLD,0
QLD,0.09999999999999964
QLD,0.10000000000000053
QLD,0.09999999999999964
QLD,0.09999999999999964
QLD,0.1999999999999993
QLD,0.10000000000000053
QLD,0.1999999999999993
QLD,0.1999999999999993
QLD,0.09999999999999964
QLD,0.1999999999999993
QLD,0.10000000000000053
QLD,0.10000000000000053
QLD,0.10000000000000053
QLD,0
QLD,0.1999999999999993
QLD,0.09999999999999964
QLD,0.20000000000000018
QLD,0.10000000000000053
QLD,0
QLD,0
QLD,0.2999999999999998
QLD,0.10000000000000053
QLD,0.10000000000000053
QLD,0
QLD,0
QLD,0.1999999999999993
QLD,0
QLD,0.20000000000000018
QLD,0.3000000000000007
QLD,0.3000000000000007
QLD,0
QLD,0.3000000000000007
QLD,0.3000000000000007
QLD,0.1999999999999993
QLD,0.3000000000000007
QLD,0.3000000000000007
QLD,0.20000000000000018
QLD,0.10000000000000053
QLD,0.09999999999999964
QLD,-0.09999999999999964
QLD,0
QLD,0
QLD,0.09999999999999964
QLD,0
QLD,0.09999999999999964
QLD,0.10000000000000053
QLD,0.09999999999999964
QLD,0
QLD,0.2999999999999998
QLD,0
QLD,0.09999999999999964
QLD,0
QLD,0
QLD,0.09999999999999964
QLD,0
QLD,0
QLD,0
QLD,0
QLD,0.09999999999999964
QLD,0.10000000000000053
QLD,0
QLD,0
QLD,-0.10000000000000053
SA,0.09999999999999964
SA,0
SA,0
SA,0
SA,-0.10000000000000053
SA,-0.1999999999999993
SA,-0.20000000000000018
SA,0.09999999999999964
SA,0.09999999999999964
SA,-0.10000000000000053
SA,-0.09999999999999964
SA,-0.20000000000000018
SA,-0.20000000000000018
SA,0.09999999999999964
SA,0
SA,-0.10000000000000053
SA,-0.09999999999999964
SA,0.20000000000000018
SA,0.09999999999999964
SA,0.09999999999999964
SA,0.2999999999999998
SA,0.09999999999999964
SA,0
SA,-0.09999999999999964
SA,0.09999999999999964
SA,0.09999999999999964
SA,0.09999999999999964
SA,0
SA,-0.10000000000000053
SA,0
SA,-0.10000000000000053
SA,0
SA,-0.09999999999999964
SA,-0.20000000000000018
SA,-0.20000000000000018
SA,-0.20000000000000018
SA,0.09999999999999964
SA,0.1999999999999993
SA,0.09999999999999964
SA,-0.20000000000000018
SA,-0.10000000000000053
SA,-0.20000000000000018
SA,-0.10000000000000053
SA,-0.10000000000000053
SA,0
SA,-0.20000000000000018
SA,-0.09999999999999964
SA,-0.09999999999999964
SA,-0.10000000000000053
SA,-0.10000000000000053
SA,-0.20000000000000018
SA,-0.10000000000000053
SA,-0.10000000000000053
SA,0.09999999999999964
SA,0.1999999999999993
SA,0.20000000000000018
SA,-0.10000000000000053
SA,-0.09999999999999964
SA,-0.09999999999999964
SA,-0.09999999999999964
SA,-0.10000000000000053
SA,0.09999999999999964
SA,0.09999999999999964
SA,0.09999999999999964
SA,0
SA,-0.09999999999999964
SA,-0.09999999999999964
SA,-0.09999999999999964
SA,-0.09999999999999964
SA,0.09999999999999964
SA,-0.20000000000000018
SA,-0.10000000000000053
SA,0
SA,0
SA,-0.10000000000000053
SA,0.09999999999999964
SA,0.09999999999999964
SA,-0.20000000000000018
SA,0.09999999999999964
SA,0
SA,-0.09999999999999964
SA,-0.09999999999999964
SA,-0.09999999999999964
SA,-0.10000000000000053
SA,0
SA,0.09999999999999964
SA,-0.09999999999999964
SA,0.09999999999999964
SA,0.09999999999999964
SA,-0.09999999999999964
SA,-0.10000000000000053
SA,-0.10000000000000053
SA,0
SA,0
SA,-0.20000000000000018
SA,-0.20000000000000018
SA,-0.20000000000000018
SA,-0.3000000000000007
SA,-0.20000000000000018
SA,-0.20000000000000018
SA,-0.20000000000000018
SA,0
SA,0
SA,0.09999999999999964
SA,0.09999999999999964
SA,0
SA,-0.09999999999999964
SA,0
SA,-0.1999999999999993
SA,-0.09999999999999964
SA,-0.10000000000000053
SA,-0.20000000000000018
SA,0.09999999999999964
SA,0.09999999999999964
SA,0.09999999999999964
SA,-0.09999999999999964
SA,0.20000000000000018
SA,0.09999999999999964
SA,0
SA,0.1999999999999993
SA,0.1999999999999993
SA,0.10000000000000053
SA,0.20000000000000018
SA,0.09999999999999964
SA,0.10000000000000053
SA,0.20000000000000018
SA,-0.20000000000000018
SA,0.09999999999999964
SA,-0.09999999999999964
SA,-0.09999999999999964
SA,0.09999999999999964
SA,0.09999999999999964
SA,0.09999999999999964
SA,-0.09999999999999964
SA,-0.10000000000000053
SA,-0.10000000000000053
SA,-0.09999999999999964
SA,0.10000000000000053
SA,0
SA,-0.20000000000000018
SA,-0.09999999999999964
SA,0
SA,-0.09999999999999964
SA,0
SA,0
SA,-0.09999999999999964
SA,-0.09999999999999964
SA,-0.10000000000000053
SA,0.10000000000000053
SA,0.09999999999999964
SA,0.09999999999999964
SA,-0.09999999999999964
SA,-0.10000000000000053
SA,-0.20000000000000018
SA,0
SA,-0.10000000000000053
SA,-0.10000000000000053
SA,-0.09999999999999964
SA,-0.09999999999999964
SA,0
SA,0.09999999999999964
SA,0
SA,-0.10000000000000053
SA,-0.20000000000000018
SA,-0.2999999999999998
SA,-0.2999999999999998
SA,0
SA,0
SA,-0.09999999999999964
SA,-0.09999999999999964
SA,-0.20000000000000018
SA,-0.09999999999999964
SA,-0.20000000000000018
SA,-0.09999999999999964
SA,0
SA,-0.09999999999999964
SA,0
SA,0
SA,-0.09999999999999964
SA,-0.1999999999999993
SA,0.09999999999999964
SA,0.10000000000000053
SA,-0.20000000000000018
SA,-0.20000000000000018
SA,0.09999999999999964
SA,0.09999999999999964
SA,0
SA,-0.09999999999999964
SA,0
SA,-0.09999999999999964
SA,0.09999999999999964
SA,-0.20000000000000018
SA,-0.20000000000000018
SA,-0.09999999999999964
SA,0
SA,-0.10000000000000053
SA,0.09999999999999964
SA,0.09999999999999964
SA,0
SA,0.09999999999999964
SA,0.20000000000000018
SA,0.09999999999999964
SA,0.09999999999999964
SA,-0.10000000000000053
SA,-0.20000000000000018
SA,0
SA,-0.09999999999999964
SA,-0.09999999999999964
SA,-0.10000000000000053
SA,-0.09999999999999964
SA,-0.10000000000000053
SA,-0.09999999999999964
SA,-0.09999999999999964
SA,0
SA,-0.09999999999999964
SA,-0.20000000000000018
SA,0
SA,0.09999999999999964
SA,-0.20000000000000018
SA,-0.10000000000000053
SA,0.09999999999999964
SA,-0.10000000000000053
SA,-0.09999999999999964
SA,-0.20000000000000018
SA,0.09999999999999964
SA,0
SA,0.09999999999999964
SA,0
SA,0.09999999999999964
SA,0
SA,-0.09999999999999964
SA,-0.09999999999999964
SA,-0.20000000000000018
SA,0
SA,-0.1999999999999993
SA,-0.1999999999999993
SA,0
SA,0
SA,-0.09999999999999964
SA,0
SA,0
SA,0
SA,0.2999999999999998
SA,0.20000000000000018
SA,0.40000000000000036
SA,0.2999999999999998
SA,-0.09999999999999964
SA,-0.20000000000000018
SA,0.10000000000000053
SA,-0.3000000000000007
SA,0.09999999999999964
SA,0.1999999999999993
SA,0.10000000000000053
SA,0.09999999999999964
SA,0.20000000000000018
SA,0
SA,0
SA,0.1999999999999993
SA,0.09999999999999964
SA,0.09999999999999964
SA,0
SA,0.09999999999999964
SA,-0.20000000000000018
SA,-0.10000000000000053
SA,0
SA,0
SA,0
SA,0.09999999999999964
SA,0.10000000000000053
SA,0
SA,0.09999999999999964
SA,-0.10000000000000053
SA,-0.09999999999999964
SA,0
SA,0
SA,-0.09999999999999964
SA,0
SA,-0.09999999999999964
SA,0
SA,0.09999999999999964
SA,0.1999999999999993
SA,-0.1999999999999993
SA,-0.20000000000000018
SA,-0.10000000000000053
SA,0
SA,0
SA,0.09999999999999964
SA,-0.09999999999999964
SA,0
SA,0.09999999999999964
SA,0.09999999999999964
SA,-0.09999999999999964
SA,0.09999999999999964
SA,-0.20000000000000018
SA,-0.10000000000000053
SA,0.09999999999999964
SA,0
SA,0.09999999999999964
SA,0.09999999999999964
SA,0.09999999999999964
SA,-0.20000000000000018
SA,-0.2999999999999998
SA,-0.20000000000000018
SA,-0.20000000000000018
SA,-0.10000000000000053
SA,0.1999999999999993
SA,0
SA,-0.1999999999999993
SA,-0.2999999999999998
SA,-0.1999999999999993
SA,-0.20000000000000018
SA,-0.1999999999999993
SA,-0.1999999999999993
SA,-0.1999999999999993
SA,-0.1999999999999993
SA,0.09999999999999964
SA,-0.10000000000000053
SA,-0.10000000000000053
SA,0.2999999999999998
SA,-0.20000000000000018
SA,0
SA,-0.20000000000000018
SA,0.5
SA,0
SA,-0.20000000000000018
SA,0
SA,0.09999999999999964
SA,0.09999999999999964
SA,0.09999999999999964
SA,-0.10000000000000053
SA,0.09999999999999964
SA,0.2999999999999998
SA,0.10000000000000053
SA,0.10000000000000053
SA,-0.20000000000000018
SA,0.1999999999999993
SA,-0.09999999999999964
SA,0.09999999999999964
SA,0.09999999999999964
SA,0
SA,0
SA,0.10000000000000053
SA,0.09999999999999964
SA,0.09999999999999964
SA,0
SA,0
SA,-0.09999999999999964
SA,0.09999999999999964
SA,-0.20000000000000018
SA,0
SA,0
SA,-0.20000000000000018
SA,-0.10000000000000053
SA,0.1999999999999993
SA,-0.20000000000000018
SA,-0.09999999999999964
SA,0
SA,-0.20000000000000018
SA,0.1999999999999993
SA,0
SA,0
SA,0.1999999999999993
SA,-0.10000000000000053
SA,0.09999999999999964
SA,0.09999999999999964
SA,-0.10000000000000053
SA,-0.2999999999999998
SA,0
SA,-0.1999999999999993
SA,-0.10000000000000053
SA,-0.1999999999999993
SA,0
SA,0
SA,-0.20000000000000018
SA,-0.09999999999999964
SA,-0.10000000000000053
SA,-0.20000000000000018
SA,-0.10000000000000053
SA,0.1999999999999993
SA,0
SA,-0.3000000000000007
SA,-0.20000000000000018
SA,0
SA,-0.20000000000000018
SA,-0.1999999999999993
SA,-0.2999999999999998
SA,0.09999999999999964
SA,-0.09999999999999964
SA,0.10000000000000053
SA,-0.20000000000000018
SA,-0.39999999999999947
SA,-0.20000000000000018
SA,-0.3000000000000007
SA,-0.3000000000000007
SA,0
SA,0
SA,-0.2999999999999998
SA,-0.2999999999999998
SA,0.09999999999999964
SA,-0.10000000000000053
SA,0.09999999999999964
SA,-0.40000000000000036
SA,-0.20000000000000018
SA,-0.3000000000000007
SA,0.09999999999999964
SA,0.5
SA,0.2999999999999998
SA,0.39999999999999947
SA,0.09999999999999964
SA,0.20000000000000018
SA,0.09999999999999964
SA,-0.20000000000000018
SA,-0.2999999999999998
SA,-0.20000000000000018
SA,-0.20000000000000018
SA,-0.20000000000000018
SA,-0.09999999999999964
SA,-0.20000000000000018
SA,-0.20000000000000018
SA,-0.3000000000000007
SA,-0.09999999999999964
SA,-0.20000000000000018
SA,-0.20000000000000018
SA,0.09999999999999964
SA,0.09999999999999964
SA,0.2999999999999998
SA,-0.09999999999999964
SA,0.09999999999999964
SA,-0.09999999999999964
SA,-0.09999999999999964
SA,-0.09999999999999964
SA,-0.09999999999999964
SA,0.09999999999999964
SA,0.20000000000000018
SA,0.09999999999999964
SA,0.09999999999999964
SA,0.40000000000000036
SA,0.2999999999999998
SA,0.39999999999999947
SA,0.2999999999999998
SA,0.2999999999999998
SA,0.39999999999999947
SA,0.39999999999999947
SA,0.40000000000000036
SA,0.2999999999999998
SA,0.39999999999999947
SA,0.09999999999999964
SA,0
SA,0
SA,0.1999999999999993
SA,0.09999999999999964
SA,0.09999999999999964
SA,0.20000000000000018
SA,0.20000000000000018
SA,0.09999999999999964
SA,0.09999999999999964
SA,0.1999999999999993
SA,0.2999999999999998
SA,0.1999999999999993
SA,0.20000000000000018
SA,0.40000000000000036
SA,0.2999999999999998
SA,0.39999999999999947
SA,0.39999999999999947
SA,0.2999999999999998
SA,0.2999999999999998
SA,0.40000000000000036
SA,0.40000000000000036
SA,0.40000000000000036
SA,0.09999999999999964
SA,0
ACT,0.09999999999999964
ACT,0
ACT,0
ACT,0.10000000000000053
ACT,0.10000000000000053
ACT,-0.2999999999999998
ACT,-0.2999999999999998
ACT,-0.2999999999999998
ACT,0.09999999999999964
ACT,0.09999999999999964
ACT,0.09999999999999964
ACT,0.09999999999999964
ACT,0.09999999999999964
ACT,0.09999999999999964
ACT,0.2999999999999998
ACT,0.39999999999999947
ACT,0.20000000000000018
ACT,0.1999999999999993
ACT,0.5999999999999996
ACT,0.39999999999999947
ACT,0.20000000000000018
ACT,0.09999999999999964
ACT,0.09999999999999964
ACT,0.09999999999999964
ACT,0.09999999999999964
ACT,0
ACT,0.09999999999999964
ACT,-0.20000000000000018
ACT,-0.20000000000000018
ACT,0.39999999999999947
ACT,0.3000000000000007
ACT,0.1999999999999993
ACT,0.2999999999999998
ACT,0.09999999999999964
ACT,0.1999999999999993
ACT,0.09999999999999964
ACT,0.10000000000000053
ACT,0.2999999999999998
ACT,0.20000000000000018
ACT,0
ACT,0.20000000000000018
ACT,0.09999999999999964
ACT,0.09999999999999964
ACT,0.10000000000000053
ACT,0.5
ACT,0.20000000000000018
ACT,0.1999999999999993
ACT,0.10000000000000053
ACT,0.20000000000000018
ACT,0.10000000000000053
ACT,0.10000000000000053
ACT,0.20000000000000018
ACT,0.20000000000000018
ACT,0.10000000000000053
ACT,0.20000000000000018
ACT,0.09999999999999964
ACT,0.5
ACT,0.1999999999999993
ACT,0
ACT,0
ACT,0.10000000000000053
ACT,0.39999999999999947
ACT,0.1999999999999993
ACT,0.20000000000000018
ACT,0.2999999999999998
ACT,0.2999999999999998
ACT,-0.20000000000000018
ACT,0
ACT,0.20000000000000018
ACT,0.20000000000000018
ACT,0.10000000000000053
ACT,0.2999999999999998
ACT,-0.10000000000000053
ACT,0.09999999999999964
ACT,0.20000000000000018
ACT,0.20000000000000018
ACT,0.2999999999999998
ACT,0.09999999999999964
ACT,-0.1999999999999993
ACT,0.40000000000000036
ACT,0.3000000000000007
ACT,0
ACT,0.2999999999999998
ACT,0.1999999999999993
ACT,0.39999999999999947
ACT,0.40000000000000036
ACT,0.40000000000000036
ACT,0.09999999999999964
ACT,0.09999999999999964
ACT,0.09999999999999964
ACT,0.09999999999999964
ACT,0.1999999999999993
ACT,0.09999999999999964
ACT,0
ACT,0
ACT,-0.20000000000000018
ACT,-0.29999999999999893
ACT,-0.29999999999999893
ACT,-0.29999999999999893
ACT,-0.29999999999999893
ACT,-0.1999999999999993
ACT,-0.1999999999999993
ACT,-0.1999999999999993
ACT,-0.1999999999999993
ACT,-0.10000000000000053
ACT,0
ACT,-0.1999999999999993
ACT,-0.1999999999999993
ACT,-0.10000000000000053
ACT,-0.10000000000000053
ACT,0.09999999999999964
ACT,-0.09999999999999964
ACT,-0.1999999999999993
ACT,-0.10000000000000053
ACT,-0.10000000000000053
ACT,0
ACT,0
ACT,0.20000000000000018
ACT,0
ACT,0.10000000000000053
ACT,0.2999999999999998
ACT,0.1999999999999993
ACT,0.1999999999999993
ACT,0.1999999999999993
ACT,0.1999999999999993
ACT,0.20000000000000018
ACT,0.20000000000000018
ACT,0.20000000000000018
ACT,0.09999999999999964
ACT,0.10000000000000053
ACT,0.2999999999999998
ACT,0.1999999999999993
ACT,0.2999999999999998
ACT,0.09999999999999964
ACT,0.1999999999999993
ACT,0.1999999999999993
ACT,0.09999999999999964
ACT,0.1999999999999993
ACT,0.09999999999999964
ACT,0.10000000000000053
ACT,0.10000000000000053
ACT,0.1999999999999993
ACT,0.1999999999999993
ACT,0.1999999999999993
ACT,0.1999999999999993
ACT,0.1999999999999993
ACT,0
ACT,0.20000000000000018
ACT,0.40000000000000036
ACT,0.20000000000000107
ACT,0
ACT,0.09999999999999964
ACT,0.09999999999999964
ACT,0
ACT,0.1999999999999993
ACT,0.29999999999999893
ACT,0.20000000000000107
ACT,0.20000000000000107
ACT,0.1999999999999993
ACT,0.09999999999999964
ACT,0
ACT,0
ACT,0.1999999999999993
ACT,0
ACT,0.29999999999999893
ACT,0.1999999999999993
ACT,0.1999999999999993
ACT,0
ACT,0.1999999999999993
ACT,0.1999999999999993
ACT,0.20000000000000018
ACT,0.10000000000000053
ACT,0.1999999999999993
ACT,0.1999999999999993
ACT,-0.09999999999999964
ACT,0.10000000000000053
ACT,0.09999999999999964
ACT,0.09999999999999964
ACT,0.09999999999999964
ACT,0.1999999999999993
ACT,-0.1999999999999993
ACT,0.10000000000000053
ACT,0
ACT,0
ACT,0
ACT,0.09999999999999964
ACT,-0.09999999999999964
ACT,0
ACT,0
ACT,0
ACT,0
ACT,0
ACT,-0.10000000000000053
ACT,0
ACT,0
ACT,0
ACT,0
ACT,0
ACT,-0.10000000000000053
ACT,0
ACT,-0.09999999999999964
ACT,-0.09999999999999964
ACT,-0.09999999999999964
ACT,-0.09999999999999964
ACT,-0.09999999999999964
ACT,-0.09999999999999964
ACT,0.09999999999999964
ACT,0
ACT,0.10000000000000053
ACT,0
ACT,0.09999999999999964
ACT,0
ACT,0.1999999999999993
ACT,0.20000000000000018
ACT,0.20000000000000018
ACT,0.1999999999999993
ACT,0.09999999999999964
ACT,0.09999999999999964
ACT,0.09999999999999964
ACT,0.09999999999999964
ACT,0.09999999999999964
ACT,0.09999999999999964
ACT,0.09999999999999964
ACT,0.09999999999999964
ACT,0.09999999999999964
ACT,0.09999999999999964
ACT,0.2999999999999998
ACT,0.20000000000000018
ACT,0.20000000000000018
ACT,0.20000000000000018
ACT,0.20000000000000018
ACT,0.20000000000000018
ACT,0.20000000000000018
ACT,0.20000000000000018
ACT,0.20000000000000018
ACT,0.2999999999999998
ACT,0.2999999999999998
ACT,0.1999999999999993
ACT,0.1999999999999993
ACT,0.1999999999999993
ACT,0.5
ACT,0.09999999999999964
ACT,-0.20000000000000018
ACT,-0.20000000000000018
ACT,-0.09999999999999964
ACT,-0.10000000000000053
ACT,-0.09999999999999964
ACT,-0.10000000000000053
ACT,-0.09999999999999964
ACT,-0.10000000000000053
ACT,-0.09999999999999964
ACT,-0.10000000000000053
ACT,-0.20000000000000018
ACT,0
ACT,-0.20000000000000018
ACT,0.09999999999999964
ACT,-0.20000000000000018
ACT,-0.20000000000000018
ACT,-0.20000000000000018
ACT,-0.20000000000000018
ACT,-0.20000000000000018
ACT,-0.20000000000000018
ACT,-0.20000000000000018
ACT,-0.09999999999999964
ACT,-0.09999999999999964
ACT,-0.09999999999999964
ACT,-0.09999999999999964
ACT,-0.09999999999999964
ACT,-0.09999999999999964
ACT,-0.20000000000000018
ACT,-0.20000000000000018
ACT,-0.20000000000000018
ACT,-0.20000000000000018
ACT,-0.20000000000000018
ACT,-0.20000000000000018
ACT,-0.20000000000000018
ACT,-0.20000000000000018
ACT,-0.20000000000000018
ACT,-0.20000000000000018
ACT,-0.20000000000000018
ACT,-0.20000000000000018
ACT,-0.20000000000000018
ACT,0.09999999999999964
ACT,0.2999999999999998
ACT,-0.20000000000000018
ACT,-0.20000000000000018
ACT,0.09999999999999964
ACT,0.2999999999999998
ACT,0.2999999999999998
ACT,0.2999999999999998
ACT,-0.2999999999999998
ACT,-0.20000000000000018
ACT,-0.2999999999999998
ACT,-0.20000000000000018
ACT,-0.2999999999999998
ACT,-0.20000000000000018
ACT,-0.2999999999999998
ACT,-0.20000000000000018
ACT,-0.2999999999999998
ACT,-0.20000000000000018
ACT,-0.2999999999999998
ACT,0.10000000000000053
ACT,0.10000000000000053
ACT,0.3000000000000007
ACT,0
ACT,0.3000000000000007
ACT,0.20000000000000018
ACT,0.10000000000000053
ACT,0
ACT,0.1999999999999993
ACT,-0.09999999999999964
ACT,0.20000000000000018
